ANO,TIME MANDANTE,TIME VISITANTE,GOLS,VITORIA
2000,PALMEIRAS,CORINTHIANS,1,1
2000,BOTAFOGO,CORINTHIANS,2,0
2000,CORINTHIANS,OLIMPIA,3,0
2000,CORINTHIANS,GRÊMIO,3,0
2000,CORINTHIANS,SANTOS,3,0
2000,ATLÉTICO MINEIRO,CORINTHIANS,4,0
2000,CORINTHIANS,VITÓRIA,2,0
2000,NACIONAL,CORINTHIANS,2,0
2000,CORITIBA,CORINTHIANS,2,0
2000,CORINTHIANS,BOCA JUNIORS,4,0
2000,CORINTHIANS,PONTE PRETA,1,1
2000,CORINTHIANS,ATHLETICO PARANAENSE,5,0
2000,CORINTHIANS,PORTUGUESA,5,0
2000,BAHIA,CORINTHIANS,3,0
2000,GUARANI,CORINTHIANS,5,0
2000,OLIMPIA,CORINTHIANS,5,0
2000,CORINTHIANS,FLUMINENSE,4,0
2000,SPORT,CORINTHIANS,4,0
2000,INTERNACIONAL,CORINTHIANS,1,0
2000,CRUZEIRO,CORINTHIANS,4,0
2000,CORINTHIANS,JUVENTUDE,3,0
2000,SÃO PAULO,CORINTHIANS,0,0
2000,CORINTHIANS,FLAMENGO,5,0
2000,AMÉRICA,CORINTHIANS,3,0
2001,BOTAFOGO,CORINTHIANS,6,0
2001,CORINTHIANS,RIO BRANCO,6,0
2001,CORINTHIANS,FLAMENGO,7,1
2001,PONTE PRETA,CORINTHIANS,4,0
2001,VASCO DA GAMA,CORINTHIANS,1,0
2001,PORTUGUESA SANTISTA,CORINTHIANS,3,0
2001,CORINTHIANS,FLUMINENSE,2,0
2001,PALMEIRAS,CORINTHIANS,3,1
2001,MATONENSE,CORINTHIANS,5,0
2001,SÃO CAETANO,CORINTHIANS,2,0
2001,GUARANI,CORINTHIANS,3,0
2001,INTERNACIONAL LIMEIRA,CORINTHIANS,3,1
2001,CORINTHIANS,SANTOS,5,1
2001,JOINVILLE,CORINTHIANS,4,1
2001,MOGI MIRIM,CORINTHIANS,3,1
2001,UNIÃO BARBARENSE,CORINTHIANS,7,1
2001,GOIÂNIA,CORINTHIANS,1,1
2001,CORINTHIANS,PORTUGUESA,7,1
2001,CORINTHIANS,GOIÂNIA,4,1
2001,BOTAFOGO (RIBEIRÃO PRETO),CORINTHIANS,6,1
2001,CORINTHIANS,UNIÃO SÃO JOÃO,5,1
2001,SÃO PAULO,CORINTHIANS,4,0
2001,FLAMENGO,CORINTHIANS,9,1
2001,CORINTHIANS,SANTOS,2,0
2001,CORINTHIANS,FLAMENGO,3,1
2001,SANTOS,CORINTHIANS,3,1
2001,CORINTHIANS,ATHLETICO PARANAENSE,0,0
2001,BOTAFOGO (RIBEIRÃO PRETO),CORINTHIANS,3,1
2001,ATHLETICO PARANAENSE,CORINTHIANS,1,1
2001,CORINTHIANS,BOTAFOGO (RIBEIRÃO PRETO),0,0
2001,PONTE PRETA,CORINTHIANS,2,1
2001,CORINTHIANS,PONTE PRETA,3,1
2001,GRÊMIO,CORINTHIANS,4,0
2001,CORINTHIANS,GRÊMIO,4,0
2001,CORINTHIANS,CORITIBA,1,0
2001,CORITIBA,CORINTHIANS,2,0
2001,COLO COLO,CORINTHIANS,2,1
2001,CORINTHIANS,INDEPENDIENTE,3,1
2001,CORINTHIANS,VITÓRIA,2,1
2001,PONTE PRETA,CORINTHIANS,4,0
2001,CORINTHIANS,BOTAFOGO (RIBEIRÃO PRETO),5,1
2001,PARANÁ,CORINTHIANS,4,0
2001,CORINTHIANS,JUVENTUDE,0,0
2001,SPORT,CORINTHIANS,3,0
2001,CRUZEIRO,CORINTHIANS,2,1
2001,BAHIA,CORINTHIANS,1,0
2001,CORINTHIANS,GAMA,4,0
2001,AMÉRICA,CORINTHIANS,8,0
2001,CORINTHIANS,CORITIBA,5,1
2001,CORINTHIANS,COLO COLO,0,0
2001,GOIÁS,CORINTHIANS,5,1
2001,CORINTHIANS,SANTA CRUZ,4,0
2001,ATHLETICO PARANAENSE,CORINTHIANS,5,0
2001,INDEPENDIENTE,CORINTHIANS,1,0
2001,CORINTHIANS,GUARANI,3,0
2001,CORINTHIANS,PALMEIRAS,6,1
2001,CORINTHIANS,PORTUGUESA,4,1
2001,CRUZEIRO,CORINTHIANS,1,0
2001,CORINTHIANS,FLAMENGO,3,0
2001,CORINTHIANS,CRUZEIRO,6,0
2001,CORINTHIANS,GRÊMIO,3,0
2001,UNIVERSIDAD CATÓLICA,CORINTHIANS,3,0
2001,SANTOS,CORINTHIANS,2,1
2001,CORINTHIANS,UNIVERSIDAD CATÓLICA,2,1
2001,SÃO PAULO,CORINTHIANS,2,0
2001,VASCO DA GAMA,CORINTHIANS,1,0
2001,CORINTHIANS,SÃO CAETANO,1,0
2001,BOTAFOGO,CORINTHIANS,6,1
2001,CORINTHIANS,ATLÉTICO MINEIRO,4,0
2001,CORINTHIANS,SAN LORENZO,3,1
2001,INTERNACIONAL,CORINTHIANS,2,1
2001,SAN LORENZO,CORINTHIANS,5,0
2001,CORINTHIANS,FLUMINENSE,3,0
2002,TAUBATÉ,CORINTHIANS,2,1
2002,FLUMINENSE,CORINTHIANS,2,0
2002,CORINTHIANS,AMERICANO,3,1
2002,SANTOS,CORINTHIANS,1,0
2002,ETTI JUNDIAÍ,CORINTHIANS,4,0
2002,RIVER,CORINTHIANS,3,1
2002,AMÉRICA,CORINTHIANS,2,1
2002,CORINTHIANS,RIVER,2,1
2002,PORTUGUESA,CORINTHIANS,5,1
2002,AMERICANO,CORINTHIANS,8,1
2002,CORINTHIANS,BANGU,4,1
2002,FLAMENGO,CORINTHIANS,7,0
2002,GUARANI,CORINTHIANS,2,0
2002,CORINTHIANS,CRUZEIRO,4,0
2002,CORINTHIANS,PONTE PRETA,4,1
2002,SÃO CAETANO,CORINTHIANS,1,1
2002,CORINTHIANS,BOTAFOGO,4,1
2002,CORINTHIANS,SÃO PAULO,4,1
2002,CRUZEIRO,CORINTHIANS,5,1
2002,PALMEIRAS,CORINTHIANS,0,0
2002,CORINTHIANS,PARANÁ,4,1
2002,CORINTHIANS,VASCO DA GAMA,1,1
2002,PARANÁ,CORINTHIANS,1,0
2002,SÃO CAETANO,CORINTHIANS,2,0
2002,SÃO PAULO,CORINTHIANS,2,1
2002,CORINTHIANS,SÃO CAETANO,4,1
2002,CORINTHIANS,SÃO PAULO,3,0
2002,SÃO PAULO,CORINTHIANS,5,1
2002,CORINTHIANS,BRASILIENSE,3,1
2002,CORINTHIANS,SÃO PAULO,2,0
2002,BRASILIENSE,CORINTHIANS,2,0
2002,ITUANO,CORINTHIANS,2,0
2002,CORINTHIANS,ITUANO,5,1
2002,TAUBATÉ,CORINTHIANS,2,0
2002,PAYSANDU,CORINTHIANS,2,0
2002,NÁUTICO,CORINTHIANS,2,0
2002,CORINTHIANS,FLUMINENSE,1,0
2002,SANTOS,CORINTHIANS,4,0
2002,OSASCO (ECO),CORINTHIANS,1,1
2002,CORINTHIANS,BRASILIENSE,1,1
2002,ATLÉTICO MINEIRO,CORINTHIANS,3,1
2002,CORINTHIANS,INTERNACIONAL,5,1
2002,SÃO CAETANO,CORINTHIANS,3,0
2002,CORITIBA,CORINTHIANS,3,1
2002,CORINTHIANS,CRUZEIRO,2,0
2002,CORINTHIANS,ATHLETICO PARANAENSE,3,0
2002,PAYSANDU,CORINTHIANS,1,1
2002,GRÊMIO,CORINTHIANS,4,0
2002,CORINTHIANS,GOIÁS,3,1
2002,GUARANI,CORINTHIANS,0,0
2002,CORINTHIANS,VITÓRIA,3,1
2002,CORINTHIANS,PARANÁ,3,1
2002,JUVENTUDE,CORINTHIANS,1,1
2002,SÃO PAULO,CORINTHIANS,4,0
2002,CORINTHIANS,SANTOS,6,0
2002,CORINTHIANS,FIGUEIRENSE,4,0
2002,GAMA,CORINTHIANS,4,1
2002,CORINTHIANS,PONTE PRETA,1,1
2002,CORINTHIANS,PALMEIRAS,4,0
2002,FLAMENGO,CORINTHIANS,1,1
2002,CORINTHIANS,FLUMINENSE,2,0
2002,CORINTHIANS,PORTUGUESA,7,1
2002,BOTAFOGO,CORINTHIANS,3,0
2002,BAHIA,CORINTHIANS,0,0
2002,CORINTHIANS,VASCO DA GAMA,2,0
2002,ATLÉTICO MINEIRO,CORINTHIANS,8,1
2002,CORINTHIANS,ATLÉTICO MINEIRO,3,1
2002,FLUMINENSE,CORINTHIANS,1,0
2002,CORINTHIANS,FLUMINENSE,5,1
2002,SANTOS,CORINTHIANS,2,0
2002,CORINTHIANS,SANTOS,5,0
2003,MARÍLIA,CORINTHIANS,2,1
2003,CORINTHIANS,PORTUGUESA,2,0
2003,BOTAFOGO (RIBEIRÃO PRETO),CORINTHIANS,2,1
2003,CORINTHIANS,CRUZ AZUL,1,1
2003,CORINTHIANS,SÃO CAETANO,3,0
2003,AMÉRICA (RIO PRETO),CORINTHIANS,5,1
2003,FÉNIX,CORINTHIANS,3,1
2003,CORINTHIANS,UNIÃO SÃO JOÃO,5,1
2003,CORINTHIANS,UNIÃO BARBARENSE,3,1
2003,PALMEIRAS,CORINTHIANS,4,0
2003,CORINTHIANS,PALMEIRAS,6,1
2003,CORINTHIANS,THE STRONGEST,5,1
2003,CORINTHIANS,SÃO PAULO,5,1
2003,SÃO PAULO,CORINTHIANS,5,1
2003,CRUZ AZUL,CORINTHIANS,3,0
2003,CORINTHIANS,ATLÉTICO MINEIRO,3,0
2003,CORINTHIANS,FÉNIX,7,1
2003,FIGUEIRENSE,CORINTHIANS,6,0
2003,THE STRONGEST,CORINTHIANS,2,1
2003,CORINTHIANS,PAYSANDU,7,1
2003,VASCO DA GAMA,CORINTHIANS,4,0
2003,INTERNACIONAL,CORINTHIANS,3,0
2003,CORINTHIANS,FLAMENGO,2,0
2003,RIVER PLATE,CORINTHIANS,3,0
2003,FORTALEZA,CORINTHIANS,3,1
2003,CORINTHIANS,CRICIÚMA,3,1
2003,CORINTHIANS,RIVER PLATE,3,0
2003,CRUZEIRO,CORINTHIANS,2,0
2003,CORINTHIANS,JUVENTUDE,3,1
2003,CORINTHIANS,VITÓRIA,4,1
2003,SÃO CAETANO,CORINTHIANS,1,0
2003,CORINTHIANS,SÃO PAULO,3,0
2003,PONTE PRETA,CORINTHIANS,6,0
2003,CORINTHIANS,FLUMINENSE,1,1
2003,ATHLETICO PARANAENSE,CORINTHIANS,4,0
2003,CORINTHIANS,SANTOS,2,0
2003,CORINTHIANS,CORITIBA,1,0
2003,GOIÁS,CORINTHIANS,2,0
2003,CORINTHIANS,GUARANI,1,1
2003,BAHIA,CORINTHIANS,0,0
2003,CORINTHIANS,GRÊMIO,1,1
2003,CORINTHIANS,ATLÉTICO MINEIRO,2,0
2003,PARANÁ,CORINTHIANS,2,0
2003,CORINTHIANS,FIGUEIRENSE,1,0
2003,ATLÉTICO MINEIRO,CORINTHIANS,5,1
2003,FLUMINENSE,CORINTHIANS,2,0
2003,PAYSANDU,CORINTHIANS,4,0
2003,CORINTHIANS,VASCO DA GAMA,0,0
2003,CORINTHIANS,INTERNACIONAL,4,1
2003,FLAMENGO,CORINTHIANS,1,0
2003,SATURN,CORINTHIANS,1,0
2003,CORINTHIANS,FORTALEZA,2,1
2003,CRICIÚMA,CORINTHIANS,1,0
2003,CORINTHIANS,CRUZEIRO,1,0
2003,JUVENTUDE,CORINTHIANS,7,0
2003,VITÓRIA,CORINTHIANS,3,1
2003,CORINTHIANS,SÃO CAETANO,3,0
2003,SÃO PAULO,CORINTHIANS,3,0
2003,CORINTHIANS,PONTE PRETA,3,1
2003,FLUMINENSE,CORINTHIANS,1,0
2003,CORINTHIANS,ATHLETICO PARANAENSE,5,0
2003,SANTOS,CORINTHIANS,4,0
2003,CORITIBA,CORINTHIANS,1,0
2003,CORINTHIANS,GOIÁS,2,1
2003,CORINTHIANS,SELEÇÃO DO BRASIL (SUB 23),2,0
2003,GUARANI,CORINTHIANS,1,1
2003,CORINTHIANS,BAHIA,3,0
2003,CORINTHIANS,PARANÁ,2,0
2003,GRÊMIO,CORINTHIANS,3,0
2004,ATLÉTICO SOROCABA,CORINTHIANS,4,0
2004,CORINTHIANS,RIO BRANCO,3,1
2004,UNIÃO BARBARENSE,CORINTHIANS,0,0
2004,BOTAFOGO,CORINTHIANS,2,1
2004,CORINTHIANS,PORTUGUESA,1,0
2004,SÃO PAULO,CORINTHIANS,1,0
2004,CORINTHIANS,JUVENTUS,5,1
2004,PONTE PRETA,CORINTHIANS,3,0
2004,AMÉRICA (RIO PRETO),CORINTHIANS,3,0
2004,CORINTHIANS,PORTUGUESA SANTISTA,1,0
2004,FERROVIÁRIO,CORINTHIANS,2,1
2004,ITUANO,CORINTHIANS,3,0
2004,CORINTHIANS,FORTALEZA,0,0
2004,PONTE PRETA,CORINTHIANS,5,0
2004,CORINTHIANS,PAYSANDU,3,1
2004,GRÊMIO,CORINTHIANS,4,0
2004,CORINTHIANS,PALMEIRAS,4,0
2004,FORTALEZA,CORINTHIANS,2,0
2004,ATLÉTICO MINEIRO,CORINTHIANS,4,0
2004,CORINTHIANS,VITÓRIA,1,1
2004,CORINTHIANS,GUARANI,1,1
2004,VITÓRIA,CORINTHIANS,2,0
2004,CORINTHIANS,ATHLETICO PARANAENSE,5,0
2004,SÃO PAULO,CORINTHIANS,2,0
2004,GOIÁS,CORINTHIANS,2,0
2004,CORINTHIANS,FLAMENGO,2,0
2004,JUVENTUDE,CORINTHIANS,1,0
2004,CORINTHIANS,SANTOS,5,0
2004,CORITIBA,CORINTHIANS,3,1
2004,CORINTHIANS,PARANÁ,1,1
2004,CORINTHIANS,CRICIÚMA,1,1
2004,VITÓRIA,CORINTHIANS,2,0
2004,CORINTHIANS,INTERNACIONAL,0,0
2004,FLUMINENSE,CORINTHIANS,2,0
2004,CORINTHIANS,CRUZEIRO,1,1
2004,CORINTHIANS,SÃO CAETANO,2,1
2004,VASCO DA GAMA,CORINTHIANS,4,1
2004,CORINTHIANS,BOTAFOGO,4,0
2004,FIGUEIRENSE,CORINTHIANS,1,1
2004,CORINTHIANS,PONTE PRETA,2,1
2004,PAYSANDU,CORINTHIANS,3,0
2004,CORINTHIANS,GRÊMIO,2,0
2004,PALMEIRAS,CORINTHIANS,1,1
2004,CORINTHIANS,ATLÉTICO MINEIRO,1,1
2004,GUARANI,CORINTHIANS,1,1
2004,ATHLETICO PARANAENSE,CORINTHIANS,4,0
2004,CORINTHIANS,SÃO PAULO,0,0
2004,CORINTHIANS,GOIÁS,1,1
2004,FLAMENGO,CORINTHIANS,0,0
2004,CORINTHIANS,JUVENTUDE,3,0
2004,SANTOS,CORINTHIANS,2,0
2004,CORINTHIANS,CORITIBA,0,0
2004,PARANÁ,CORINTHIANS,3,1
2004,CRICIÚMA,CORINTHIANS,2,0
2004,CORINTHIANS,VITÓRIA,1,1
2004,INTERNACIONAL,CORINTHIANS,3,0
2004,CORINTHIANS,FLUMINENSE,2,0
2004,CRUZEIRO,CORINTHIANS,1,1
2004,SÃO CAETANO,CORINTHIANS,3,0
2004,CORINTHIANS,VASCO DA GAMA,4,1
2004,BOTAFOGO,CORINTHIANS,3,1
2004,CORINTHIANS,FIGUEIRENSE,7,1
2005,CORINTHIANS,MOGI MIRIM,3,0
2005,MARÍLIA,CORINTHIANS,1,0
2005,ATLÉTICO SOROCABA,CORINTHIANS,1,1
2005,CORINTHIANS,AMÉRICA (RIO PRETO),1,1
2005,SAMPAIO CORRÊA,CORINTHIANS,2,0
2005,INTERNACIONAL LIMEIRA,CORINTHIANS,2,1
2005,CORINTHIANS,RIO BRANCO,4,1
2005,SANTOS,CORINTHIANS,3,0
2005,CORINTHIANS,SAMPAIO CORRÊA,3,1
2005,PAULISTA,CORINTHIANS,0,0
2005,CORINTHIANS,PONTE PRETA,3,1
2005,SÃO PAULO,CORINTHIANS,1,0
2005,CORINTHIANS,UNIÃO SÃO JOÃO,7,1
2005,CIANORTE,CORINTHIANS,3,0
2005,SANTO ANDRÉ,CORINTHIANS,5,1
2005,CORINTHIANS,PALMEIRAS,2,1
2005,CORINTHIANS,SÃO CAETANO,4,0
2005,UNIÃO BARBARENSE,CORINTHIANS,4,1
2005,GUARANI,CORINTHIANS,2,1
2005,CORINTHIANS,ITUANO,0,0
2005,CORINTHIANS,CIANORTE,6,1
2005,CORINTHIANS,PORTUGUESA,2,0
2005,PORTUGUESA SANTISTA,CORINTHIANS,3,1
2005,CORINTHIANS,FIGUEIRENSE,2,1
2005,CORINTHIANS,JUVENTUDE,4,0
2005,BOTAFOGO,CORINTHIANS,4,0
2005,FIGUEIRENSE,CORINTHIANS,2,0
2005,CORINTHIANS,SÃO PAULO,6,0
2005,ATHLETICO PARANAENSE,CORINTHIANS,3,1
2005,CORINTHIANS,FIGUEIRENSE,3,1
2005,ATLÉTICO MINEIRO,CORINTHIANS,1,1
2005,CORINTHIANS,FLAMENGO,6,1
2005,BRASILIENSE,CORINTHIANS,6,1
2005,CORINTHIANS,FLUMINENSE,1,0
2005,FORTALEZA,CORINTHIANS,3,0
2005,CORINTHIANS,PALMEIRAS,4,1
2005,PARANÁ,CORINTHIANS,5,1
2005,CORINTHIANS,PAYSANDU,5,1
2005,VASCO DA GAMA,CORINTHIANS,5,1
2005,CORINTHIANS,CRUZEIRO,7,1
2005,SANTOS,CORINTHIANS,6,0
2005,CORINTHIANS,CORITIBA,3,1
2005,CORINTHIANS,SÃO CAETANO,2,0
2005,INTERNACIONAL,CORINTHIANS,0,0
2005,PONTE PRETA,CORINTHIANS,8,1
2005,GOIÁS,CORINTHIANS,2,1
2005,CORINTHIANS,GOIÁS,2,0
2005,JUVENTUDE,CORINTHIANS,1,0
2005,CORINTHIANS,BOTAFOGO,6,0
2005,CORINTHIANS,GOIÁS,2,0
2005,SÃO PAULO,CORINTHIANS,5,0
2005,CORINTHIANS,ATHLETICO PARANAENSE,2,1
2005,CORINTHIANS,RIVER PLATE,0,0
2005,FIGUEIRENSE,CORINTHIANS,5,1
2005,CORINTHIANS,ATLÉTICO MINEIRO,2,0
2005,FLAMENGO,CORINTHIANS,4,1
2005,RIVER PLATE,CORINTHIANS,2,0
2005,CORINTHIANS,BRASILIENSE,5,1
2005,FLUMINENSE,CORINTHIANS,2,1
2005,CORINTHIANS,FORTALEZA,3,1
2005,SANTOS,CORINTHIANS,5,1
2005,PALMEIRAS,CORINTHIANS,2,0
2005,CORINTHIANS,PUMAS,3,1
2005,CORINTHIANS,PARANÁ,1,1
2005,SÃO PAULO,CORINTHIANS,2,0
2005,PAYSANDU,CORINTHIANS,2,1
2005,CORINTHIANS,VASCO DA GAMA,2,0
2005,CRUZEIRO,CORINTHIANS,3,0
2005,CORINTHIANS,SANTOS,8,1
2005,PUMAS,CORINTHIANS,3,0
2005,CORITIBA,CORINTHIANS,1,1
2005,SÃO CAETANO,CORINTHIANS,1,0
2005,CORINTHIANS,INTERNACIONAL,2,0
2005,CORINTHIANS,PONTE PRETA,4,1
2005,GOIÁS,CORINTHIANS,5,0
2005,CORINTHIANS,SEL. CAMP. BRASILEIRO,1,0
2006,NOROESTE,CORINTHIANS,1,0
2006,CORINTHIANS,PORTUGUESA SANTISTA,6,1
2006,CORINTHIANS,JUVENTUS,3,1
2006,PORTUGUESA,CORINTHIANS,3,0
2006,RIO BRANCO,CORINTHIANS,5,1
2006,CORINTHIANS,SÃO BENTO (SOROCABA),5,1
2006,CORINTHIANS,BRAGANTINO,5,1
2006,SÃO CAETANO,CORINTHIANS,3,0
2006,CORINTHIANS,SANTOS,1,0
2006,DEPORTIVO CALI,CORINTHIANS,1,1
2006,MOGI MIRIM,CORINTHIANS,6,1
2006,CORINTHIANS,UNIVERSIDAD CATÓLICA,4,0
2006,CORINTHIANS,SANTO ANDRÉ,5,1
2006,ITUANO,CORINTHIANS,5,1
2006,CORINTHIANS,MARÍLIA,2,0
2006,TIGRES,CORINTHIANS,2,0
2006,CORINTHIANS,SÃO PAULO,3,0
2006,AMÉRICA (RIO PRETO),CORINTHIANS,3,0
2006,CORINTHIANS,TIGRES,1,1
2006,PALMEIRAS,CORINTHIANS,2,0
2006,CORINTHIANS,GUARANI,4,0
2006,PONTE PRETA,CORINTHIANS,1,1
2006,UNIVERSIDAD CATÓLICA,CORINTHIANS,5,1
2006,CORINTHIANS,PAULISTA,4,0
2006,GRÊMIO,CORINTHIANS,2,0
2006,CORINTHIANS,DEPORTIVO CALI,3,1
2006,CORINTHIANS,SÃO CAETANO,3,1
2006,RIVER PLATE,CORINTHIANS,5,0
2006,PONTE PRETA,CORINTHIANS,5,0
2006,CORINTHIANS,RIVER PLATE,4,0
2006,CORINTHIANS,SÃO PAULO,4,0
2006,PARANÁ,CORINTHIANS,3,1
2006,VASCO DA GAMA,CORINTHIANS,6,1
2006,CORINTHIANS,INTERNACIONAL,1,0
2006,SANTOS,CORINTHIANS,2,0
2006,CORINTHIANS,GOIÁS,1,0
2006,CORINTHIANS,FLAMENGO,2,0
2006,CRUZEIRO,CORINTHIANS,2,0
2006,PALMEIRAS,CORINTHIANS,1,0
2006,CORINTHIANS,FORTALEZA,4,0
2006,SANTA CRUZ,CORINTHIANS,1,0
2006,CORINTHIANS,ATHLETICO PARANAENSE,3,1
2006,CORINTHIANS,FIGUEIRENSE,4,0
2006,FLUMINENSE,CORINTHIANS,3,1
2006,CORINTHIANS,BOTAFOGO,1,1
2006,JUVENTUDE,CORINTHIANS,0,0
2006,CORINTHIANS,GRÊMIO,2,0
2006,SÃO CAETANO,CORINTHIANS,1,1
2006,CORINTHIANS,PONTE PRETA,1,1
2006,VASCO DA GAMA,CORINTHIANS,1,1
2006,SÃO PAULO,CORINTHIANS,0,0
2006,CORINTHIANS,VASCO DA GAMA,4,1
2006,CORINTHIANS,PARANÁ,1,1
2006,CORINTHIANS,VASCO DA GAMA,2,0
2006,INTERNACIONAL,CORINTHIANS,2,0
2006,CORINTHIANS,LANÚS,0,0
2006,CORINTHIANS,SANTOS,3,0
2006,GOIÁS,CORINTHIANS,4,0
2006,LANÚS,CORINTHIANS,6,0
2006,FLAMENGO,CORINTHIANS,3,0
2006,CORINTHIANS,CRUZEIRO,1,1
2006,CORINTHIANS,PALMEIRAS,1,1
2006,FORTALEZA,CORINTHIANS,4,1
2006,CORINTHIANS,SANTA CRUZ,1,1
2006,ATHLETICO PARANAENSE,CORINTHIANS,3,1
2006,FIGUEIRENSE,CORINTHIANS,0,0
2006,CORINTHIANS,FLUMINENSE,2,0
2006,BOTAFOGO,CORINTHIANS,0,0
2006,CORINTHIANS,JUVENTUDE,8,1
2007,CORINTHIANS,PONTE PRETA,4,1
2007,SÃO BENTO (SOROCABA),CORINTHIANS,6,1
2007,JUVENTUS,CORINTHIANS,5,1
2007,CORINTHIANS,ITUANO,3,0
2007,CORINTHIANS,SÃO CAETANO,1,0
2007,GUARATINGUETÁ,CORINTHIANS,5,1
2007,CORINTHIANS,RIO CLARO,5,1
2007,SÃO PAULO,CORINTHIANS,4,0
2007,PAULISTA,CORINTHIANS,5,0
2007,PIRAMBU,CORINTHIANS,2,0
2007,CORINTHIANS,RIO BRANCO,2,0
2007,CORINTHIANS,PIRAMBU,3,1
2007,CORINTHIANS,PALMEIRAS,3,0
2007,MARÍLIA,CORINTHIANS,2,0
2007,BRAGANTINO,CORINTHIANS,3,1
2007,TREZE,CORINTHIANS,2,1
2007,CORINTHIANS,NOROESTE,3,1
2007,CORINTHIANS,BARUERI,0,0
2007,SANTOS,CORINTHIANS,3,0
2007,CORINTHIANS,SERTÃOZINHO,4,0
2007,CORINTHIANS,AMÉRICA (RIO PRETO),2,1
2007,SANTO ANDRÉ,CORINTHIANS,2,0
2007,NÁUTICO,CORINTHIANS,4,0
2007,CORINTHIANS,NÁUTICO,2,0
2007,CORINTHIANS,JUVENTUDE,1,1
2007,CRUZEIRO,CORINTHIANS,3,1
2007,CORINTHIANS,ATLÉTICO MINEIRO,0,0
2007,SANTOS,CORINTHIANS,2,0
2007,AMÉRICA,CORINTHIANS,3,1
2007,CORINTHIANS,PARANÁ,0,0
2007,CORINTHIANS,PALMEIRAS,1,0
2007,SPORT,CORINTHIANS,3,0
2007,CORINTHIANS,FLUMINENSE,2,0
2007,CORINTHIANS,SÃO PAULO,2,0
2007,INTERNACIONAL,CORINTHIANS,3,0
2007,CORINTHIANS,NÁUTICO,3,0
2007,FIGUEIRENSE,CORINTHIANS,4,0
2007,CORINTHIANS,FLAMENGO,4,0
2007,ATHLETICO PARANAENSE,CORINTHIANS,4,0
2007,CORINTHIANS,GOIÁS,1,1
2007,VASCO DA GAMA,CORINTHIANS,2,0
2007,CORINTHIANS,GRÊMIO,3,1
2007,BOTAFOGO,CORINTHIANS,5,1
2007,JUVENTUDE,CORINTHIANS,4,0
2007,BOTAFOGO,CORINTHIANS,4,0
2007,CORINTHIANS,CRUZEIRO,3,0
2007,ATLÉTICO MINEIRO,CORINTHIANS,7,0
2007,CORINTHIANS,SANTOS,2,1
2007,CORINTHIANS,AMÉRICA,1,1
2007,PARANÁ,CORINTHIANS,1,0
2007,CORINTHIANS,BOTAFOGO,3,0
2007,CORINTHIANS,BOTAFOGO,1,0
2007,PALMEIRAS,CORINTHIANS,1,0
2007,CORINTHIANS,SPORT,3,0
2007,FLUMINENSE,CORINTHIANS,2,0
2007,SÃO PAULO,CORINTHIANS,1,1
2007,CORINTHIANS,INTERNACIONAL,2,0
2007,NÁUTICO,CORINTHIANS,1,0
2007,CORINTHIANS,FIGUEIRENSE,3,1
2007,FLAMENGO,CORINTHIANS,3,0
2007,CORINTHIANS,ATHLETICO PARANAENSE,4,0
2007,GOIÁS,CORINTHIANS,2,0
2007,CORINTHIANS,VASCO DA GAMA,1,0
2007,GRÊMIO,CORINTHIANS,2,0
2008,CORINTHIANS,GUARANI,3,1
2008,SÃO CAETANO,CORINTHIANS,4,0
2008,CORINTHIANS,PAULISTA,2,1
2008,SÃO PAULO,CORINTHIANS,0,0
2008,SERTÃOZINHO,CORINTHIANS,0,0
2008,CORINTHIANS,MIRASSOL,0,0
2008,BARUERI,CORINTHIANS,2,0
2008,ITUANO,CORINTHIANS,3,1
2008,BARRAS,CORINTHIANS,6,1
2008,CORINTHIANS,BRAGANTINO,2,0
2008,CORINTHIANS,PORTUGUESA,1,1
2008,PONTE PRETA,CORINTHIANS,1,1
2008,CORINTHIANS,PALMEIRAS,1,0
2008,CORINTHIANS,GUARATINGUETÁ,2,1
2008,RIO PRETO,CORINTHIANS,1,1
2008,CORINTHIANS,JUVENTUS,4,0
2008,FORTALEZA,CORINTHIANS,3,1
2008,CORINTHIANS,RIO CLARO,1,1
2008,SANTOS,CORINTHIANS,3,0
2008,CORINTHIANS,MARÍLIA,4,1
2008,CORINTHIANS,FORTALEZA,2,1
2008,NOROESTE,CORINTHIANS,5,0
2008,GOIÁS,CORINTHIANS,4,0
2008,CENE,CORINTHIANS,3,1
2008,CORINTHIANS,GOIÁS,4,1
2008,CORINTHIANS,SÃO CAETANO,3,1
2008,CORINTHIANS,CRB,5,1
2008,SÃO CAETANO,CORINTHIANS,4,1
2008,GAMA,CORINTHIANS,4,1
2008,BOTAFOGO,CORINTHIANS,3,0
2008,ABC,CORINTHIANS,1,1
2008,CORINTHIANS,BOTAFOGO,3,1
2008,CORINTHIANS,FORTALEZA,2,1
2008,CORINTHIANS,SPORT,4,1
2008,BARUERI,CORINTHIANS,5,1
2008,SPORT,CORINTHIANS,2,0
2008,CORINTHIANS,BRASILIENSE,5,1
2008,PONTE PRETA,CORINTHIANS,2,0
2008,BRAGANTINO,CORINTHIANS,2,0
2008,CORINTHIANS,SÃO CAETANO,1,1
2008,CORINTHIANS,MARÍLIA,5,1
2008,SANTO ANDRÉ,CORINTHIANS,2,0
2008,CORINTHIANS,BAHIA,1,0
2008,CEARÁ,CORINTHIANS,4,0
2008,PARANÁ,CORINTHIANS,2,1
